text,claim_EN,label,vaccine_type,is_covid,source,url
Эмнэлэгт хэвтсэн сахиургүй хүүхдүүдэд ковидын вакцин хийгээд эхэлчихсэн байна шүү,They have started giving the COVID vaccine to hospitalised children who have no guardians.,1,COVID,1,MFCC,https://mfcc.mn/blog-post-177-html/
Европын Холбооны эмийн хяналтын байгууллага вакцины нэмэлт тунгууд (бүүстэр вакцин) дархлааны системийг доголдуулах өндөр эрсдэлтэй гэж мэдэгдлээ,The EU medicines regulator announced that vaccine booster doses carry a high risk of impairing the immune system.,1,COVID,1,MFCC,https://mfcc.mn/blog-post-176-html/
Хугацаа нь дууссан файзер вакциныг сайдын тушаалаар хугацааг сунгасан гэнэ,Expired Pfizer vaccine had its expiry date extended by ministerial order.,1,COVID,1,MFCC,https://mfcc.mn/blog-post-128-html/
"Хятад вакцин эд эсийг шимэн сорж, дархлаа унагадгийг АНУ-ын эрдэмтэд нотоллоo",US scientists proved that the Chinese vaccine sucks nutrients from tissues and lowers immunity.,1,COVID,1,MFCC,https://mfcc.mn/factcheck-80/
Спутник вакцин биед дархлаа тогтоох 0.1% хэмжээнд хүрсэнгүй,The Sputnik vaccine did not reach even 0.1% immunity in the body.,1,COVID,1,MFCC,https://mfcc.mn/factcheck-63/
"Хятадын Синофармын веросэлл вакцины тун хоорондын зай 28 хоног, нэг ч хоног хэтрүүлж болохгүй","For China's Sinopharm Verocell vaccine, the interval between doses is 28 days and must not be exceeded by even a single day.",1,COVID,1,MFCC,https://mfcc.mn/factcheck-61/
Хятад вакциныг олон улсын байгууллага албан ёсоор хүлээн аваагүй бөгөөд хүний биед 73 төрлийн сөрөг нөлөө үзүүлнэ,The Chinese vaccine has not been officially accepted by international organisations and causes 73 types of adverse effects in the body.,1,COVID,1,MFCC,https://mfcc.mn/factcheck-60/
Жирэмсэн болон хөхүүл ээжүүд вакцин хийлгэж болохгүй гэх мэдээллүүд түгээд байна.,Messages spread that pregnant and breastfeeding mothers must not get the vaccine.,1,COVID,1,MFCC,https://mfcc.mn/factcheck-59/
АстраЗенека вакцин үхлийн аюултай цусны бүлэгнэл үүсгэж байгаа,The AstraZeneca vaccine is causing fatal blood clots.,1,COVID,1,MFCC,https://mfcc.mn/factcheck-57/
Гранд мед эмнэлэгт вакцин хийлгэсэн сувилагчийн зүрх нь зогсож сэхээнд орсон,A nurse who got the vaccine at Grand Med hospital had a cardiac arrest and was resuscitated.,1,COVID,1,MFCC,https://mfcc.mn/factcheck-55/
Вакцин хийлгэсэн хүн хийлгээгүй хүнээс 4 дахин илүү өвчинд автдаг. Вакцин хүний дархлалын системийг сөнөөнө,Vaccinated people get four times more diseases than the unvaccinated; the vaccine destroys the human immune system.,1,COVID,1,MFCC,https://mfcc.mn/factcheck-52/
Норвег улсад корона вирусийн вакцин хийлгэсэн 23 хүн нас барсан,23 people died in Norway after getting the coronavirus vaccine.,1,COVID,1,MFCC,https://mfcc.mn/factcheck-47/
АНУ болон Германы хамтарсан вакциныг тариулсан сувилагч бүсгүй нас барсан,A nurse who received the joint US-Germany vaccine died.,1,COVID,1,MFCC,https://mfcc.mn/factcheck-44/
Вакцинаас үүдээд чихрийн шижин гэдэг өвчин газар авч байна,Diabetes is spreading because of the (HPV) vaccine.,1,HPV,0,FactCheck.mn,https://factcheck.mn/post/9007
Япон улс ХПВ-ийн эсрэг вакциныг зогсоосон,Japan has stopped the HPV vaccine.,1,HPV,0,FactCheck.mn,https://factcheck.mn/post/8893
ХПВ-ийн эсрэг вакцины талаарх таван ТАШАА ойлголт,Five inaccurate beliefs about the HPV vaccine. [Explainer article addressing several claims.],1,HPV,0,FactCheck.mn,https://factcheck.mn/post/8792
Японд ХПВ-ийн эсрэг вакцин тариулсан охид хүүхэд тээж чадахгүй болсон,Girls in Japan who received the HPV vaccine became unable to bear children.,1,HPV,0,FactCheck.mn,https://factcheck.mn/post/8775
"Гардасил бол биеэ үнэлэгч, янхнууд, хар тамхичдад хийдэг вакцин","Gardasil is a vaccine given to prostitutes, sex workers and drug addicts.",1,HPV,0,FactCheck.mn,https://factcheck.mn/post/8756
Умайн хүзүүний хорт хавдар 1993 оноос эхлүүлсэн вакцинтай холбоотой,Cervical cancer is linked to a vaccine that was started in 1993.,1,HPV,0,FactCheck.mn,https://factcheck.mn/post/8744
Гардасил вакцины талаарх ТАШАА мэдээлэл,Inaccurate information about the Gardasil vaccine. [Explainer article.],1,HPV,0,FactCheck.mn,https://factcheck.mn/post/8732
Өнөөдрийг хүртэл 59 жилийн хугацаанд хийж байгаа саагийн вакцины найрлагад хорт хавдар үүсгэдэг формальдегид гэдэг бодис ордог. 40-өөс дээш насны хүмүүс умайн хүзүүний хорт хавдраар өвчлөөд байна гэдэг нь 1965 оноос хойш хийж эхэлсэн вакцины энэ бодистой холбоотой,"The polio vaccine given for the past 59 years contains formaldehyde, a cancer-causing substance; the fact that people over 40 are getting cervical cancer is linked to this substance in the vaccine given since 1965",1,HPV,0,FactCheck.mn,http://factcheck.mn/post/8744
Гардасил вакцин болон товлолт вакциныг боловсролын бүх байгууллага дээр хийхийг хориглосон байна . Эмя ны алуурчид л улайран дайрч байгаа юм байна !,Gardasil and the routine scheduled vaccines have been banned in all educational institutions; only the Ministry of Health's killers are pushing them aggressively!,1,HPV,0,MFCC,https://mfcc.mn/factcheck-1247/
"16,000 хүүхдийг бэлгийн эд бойжилтын үед нь хор шахаж мөнхийн бэлгийн сулралтай болох нөхцөл үүсгэчихлээ","16,000 children were poisoned during their sexual-organ development, creating a condition of permanent sexual dysfunction.",1,HPV,0,MFCC,https://mfcc.mn/factcheck-1240/
Гардасилыг сургууль дээр тарихыг Боловсролын яам зөвшөөрөөгүй тул зогсоо!,"The Ministry of Education did not approve administering Gardasil in schools, so stop it!",1,HPV,0,MFCC,https://mfcc.mn/factcheck-1234/
"ХПВ-ийн эсрэг вакцин хорт хавдар, үргүйдэлд хүргэдэг ба 2012 онд хийсэн вакцинжуулалтын улмаас олон эмэгтэйчүүд үргүй болсон гэх мэдээллийг түгээжээ","The HPV vaccine causes cancer and infertility, and many women became infertile as a result of the 2012 vaccination.",1,HPV,0,MFCC,https://mfcc.mn/factcheck-1226/
"Умайн хүзүүний хорт хавдрын эсрэг вакцины нөлөөгөөр залуу америк эмэгтэйчүүдийн төрөлт 50% -иар буурч, зулбалт 27% -ийг давж өссөн байна. Мөн 9-12 насны охидын өндгөвчийг гэмтээж, насанд хүрэгсдэд цэвэршилтийг эрт ирүүлж, үргүйдэлд хүргэдэг","Because of the cervical cancer vaccine, birth rates among young American women fell 50% and miscarriages rose by more than 27%; it also damages the ovaries of 9-12 year old girls, brings on early menopause in adults, and causes infertility.",1,HPV,0,MFCC,https://mfcc.mn/factcheck-1222/
Роберт Кеннедигийн номоос умайн хүзүүний вакцины сөрөг нөлөөтэй,A translated excerpt from Robert Kennedy's book claiming the cervical cancer (HPV) vaccine has adverse effects.,1,HPV,0,MFCC,https://mfcc.mn/factcheck-1211/
ХПВ-ийн эсрэг вакцин хийлгээд эрүүл мэндээрээ хохирсон Япон охид засгийн газраа шүүхэд өгсөн,Information that Japanese girls harmed by the HPV vaccine sued their government.,1,HPV,0,MFCC,https://mfcc.mn/factcheck-1210/
"Гардасил вакцины нэг тун 5000 доллар, зөвхөн 16,18 вирусийг л эсэргүүцнэ","One dose of Gardasil costs $5,000 and only protects against viruses 16 and 18.",1,HPV,0,MFCC,https://mfcc.mn/factcheck-1207/
"вакцинд мөнгөн ус агуулдаг болохоор хор хөнөөлтэй, умайн хүзүүний хорт хавдар нэрийн дор эрэгтэй хүүхдүүдэд вакцин хийх гэж байна, хөгжлийн бэрхшээлтэй хүүхдийн эмнэлэгтэй болтлоо хүүхдүүдийн эрүүл мэнд муудсан, ирээдүйг энэ хөгжлийн бэрхшээлтэй хүүхдүүд авч явж чадахгүй","Vaccines contain mercury so they are harmful; under the name of cervical cancer they are going to vaccinate boys; children's health has deteriorated so badly that a disabled children's hospital is needed, and these disabled children cannot carry the future.",1,HPV,0,MFCC,https://mfcc.mn/factcheck-1153/
Умайн хүзүүний хорт хавдрын эсрэг вакцин бол үхлийн зэвсэг,The cervical cancer vaccine is a weapon of death.,1,HPV,0,MFCC,https://mfcc.mn/factcheck-1131/
Монголд хэрэглэж буй Улаанбурхны вакцины цувралууд нь хүүхдэд дархлаа тогтоох эсэх талаар идэвхт чанарын шалгалт огт хийгдээгүй!.. Тийм боломж Дэлхийд үгүй !!,The measles vaccine batches used in Mongolia have never undergone active testing for whether they confer immunity in children; no such capability exists anywhere in the world.,1,measles,0,MFCC,https://mfcc.mn/factcheck-1776/
Улаанбурхан гэж айлгаад гурван өвчний вирус тарьж буйг мэдэж байгаа биз дээ,"You do realise they are injecting three disease viruses under the scare of measles, don't you?",1,measles,0,MFCC,https://mfcc.mn/factcheck-1771/
Улаанбурханы вакцин хүүхдийн төв мэдрэлийн системд муу нөлөөтэй гэсэн эрдэмтдийн судалгаа гарлаа,A study by scientists has come out showing the measles vaccine harms children's central nervous system.,1,measles,0,MFCC,https://mfcc.mn/factcheck-1767/
АНУ-ын ЭМСайд Роберт Кеннеди хүүхдийн товлолт вакцин түүний дотор улаан бурханы вакциныг 4 нас хүртэл нь хийхийг хорилолоо. Үр хөврөл муу үр лагаварыг ултай суурьтай судласан тухайгаа мэдэгдлэ! Манайд эмийн мафиа байгаа гэж Занданшатар УИХ дээр албан ёсоор нээлттэй мэдэгдсээн…одоо тэр мафиа сүлжээгээ задлахгүй бол нялхасаа алдаж мэдэхээр болчлоо!,"US Health Secretary Robert Kennedy banned childhood scheduled vaccines, including the measles vaccine, before age 4, saying poor embryos/seeds have been studied; Zandanshatar officially declared there is a drug mafia in Mongolia and if that network isn't broken up we may lose our infants.",1,measles,0,MFCC,https://mfcc.mn/factcheck-1644/
"Шинжлэх ухаанд саяханыг хүртэл аутизмын шалтгааныг тодорхойлж чадахгүй байсан. Харин АНУ-ын эрдэмтэд 1)Тайлэнол болон парацетамол эм,лаа 2)УГУ вакцинуудыг хамт хийлгэх нь аутизмын шалтгаан байж болно гэж үзжээ…","Until recently science could not identify the cause of autism, but US scientists now believe that Tylenol/paracetamol together with getting the MMR vaccines may be a cause of autism.",1,measles,0,MFCC,https://mfcc.mn/factcheck-1600/
"Улаанбурхан, гахайн хавдар, улаанууд өвчний эсрэг вакцинд хүнд хэрэглэж болохгүй, зөвхөн лабораторийн туршилтад хэрэглэх зориулалттай бодис орсон","Vaccines against measles, mumps and rubella contain substances that must not be used on humans and are intended only for laboratory testing.",1,measles,0,MFCC,https://mfcc.mn/factcheck-1542/
Хамгийн их аутизм үүсгэдэг вакцин бол улаанбурхан өвчний эсрэг вакцин,The vaccine that causes the most autism is the measles vaccine.,1,measles,0,MFCC,https://mfcc.mn/factcheck-1497/
"Вакцин дотор юу агуулагддаг, вакциныг яаж үйлдвэрлэдэг талаар мэдэхгүй хүмүүс улаан бурхны вакциныг магтаж байна. Вакциныг гардаж үйлдвэрлэж байсан би нэг ч сайн вакцин үгүйг мэднэ гэсэн","People who don't know what is in vaccines or how they are made are praising the measles vaccine; I, who used to manufacture vaccines, know there is not a single good vaccine.",1,measles,0,MFCC,https://mfcc.mn/factcheck-1495/
Улаанбурхан бол өөрөө эдгэдэг өвчин. Тиймээс вакцин нэртэй хор шахуулах хэрэг огт байхгүй шүү,"Measles is a self-healing disease, so there is absolutely no need to inject poison under the name of a vaccine.",1,measles,0,MFCC,https://mfcc.mn/factcheck-1338/
"Сахуу-Татран-Хөхүүл ханиад, В, А вирусний эсрэг вакцинд ХӨНГӨН ЦАГААН их илэрсэн",High levels of aluminium were found in the diphtheria-tetanus-pertussis and hepatitis B and A vaccines.,1,hepatitis_B,0,FactCheck.mn,https://factcheck.mn/post/6276
АНУ: Дөнгөж төрсөн нярайд хийдэг гепатит В-ийн вакуин аутизм үүсэхэд нөлөөлсөн гэв,USA: the hepatitis B vaccine given to newborns contributed to autism.,1,hepatitis_B,0,MFCC,https://mfcc.mn/factcheck-1775/
Гепатит B вирусийн вакцин аутизм үүсгэдэг,The hepatitis B virus vaccine causes autism.,1,hepatitis_B,0,MFCC,https://mfcc.mn/factcheck-1538/
"Ковид, Сахуу татран, Томууны гэх хор шахаж байгааг анхаараарай эцэг эхчүүд","Parents beware — COVID, diphtheria-tetanus-pertussis and flu 'poisons' are being injected.",1,influenza,0,FactCheck.mn,https://factcheck.mn/post/8920
ХҮҮХДЭД вакцин гэх хороо шахах нь ихэслээ,Injecting children with vaccine 'poison' has increased sharply.,1,influenza,0,FactCheck.mn,https://factcheck.mn/post/6173
ОХУ-д ковидын вирустэй мутацлагдсан хонгконг вирус дэгдсэн. Тэхээр томууны вакцин худлаа боллоо шүү!,"A mutated Hong Kong virus combined with the COVID virus has broken out in Russia, so the flu vaccine is now a lie.",1,influenza,0,MFCC,https://mfcc.mn/factcheck-1683/
"Монгол Улсад ашиглагдаж буй томуугийн вакцинд аутизм, мартах эмгэг үүсгэдэг тиомерсал бодис агуулагдаж байна","The flu vaccine used in Mongolia contains thiomersal, which causes autism and memory disorders.",1,influenza,0,MFCC,https://mfcc.mn/factcheck-1679/
Томуугийн вакцин болон товлолт вакцинууд бүгд амьд вирус ашигладаг,The flu vaccine and the routine scheduled vaccines all use live virus.,1,influenza,0,MFCC,https://mfcc.mn/factcheck-774/
РОБЕРТ К хүүхдүүдийнхээ хамт вакцинд хамрагдсанаа ярьжээ,"Robert Kennedy Jr. spoke about having his children vaccinated; children vaccinated in their first 0-30 days were 10,000% more prone to illness than the unvaccinated.",1,childhood,0,FactCheck.mn,https://factcheck.mn/post/8906
Вакцинаас болж аутизмаар оношлогдох хүүхдийн тоо ихсэж байна,The number of children diagnosed with autism is rising because of vaccines.,1,childhood,0,FactCheck.mn,https://factcheck.mn/post/8800
Японд хүүхдийг төрөнгүүт нь шууд вакцин хийдэггүй,In Japan children are not vaccinated immediately after birth.,1,childhood,0,FactCheck.mn,https://factcheck.mn/post/8892
"Хүүхдийн вакцинуудад мөнгөн ус, КАДМИ гээд өөр хүнд металлууд илэрсэн","Mercury, cadmium and other heavy metals were found in children's vaccines.",1,childhood,0,FactCheck.mn,https://factcheck.mn/post/6305
"Доктор Пол Томас 3,324 хүүхдийг судалж үзээд вакцин хийлгээгүй хүүхдүүд эмчийн үзлэгт цөөн орж, эрүүл мэндийн байдал нь илүү сайн болохыг тогтоожээ.","Dr. Paul Thomas studied 3,324 children and found that unvaccinated children visit the doctor less often and are in better health.",1,childhood,0,MFCC,https://mfcc.mn/factcheck-1508/
Вакцинаас болж 10 хүүхдийн 4 нь аутизмтай болж байгаа,4 in 10 children are becoming autistic because of vaccines.,1,general,0,FactCheck.mn,https://factcheck.mn/post/8911
Вакцин дахь бодисууд хорт хавдар үүсгэдэг,The substances in vaccines cause cancer.,1,general,0,FactCheck.mn,https://factcheck.mn/post/8900
"Вакцин хавдрыг үүсгэх, үүссэн нэгэнд нь үсэрхийлэл өгөх гадны биет",The vaccine is a foreign body that causes cancer and gives metastasis to those who already have it.,1,general,0,FactCheck.mn,https://factcheck.mn/post/6432
Вакцинжуулалт бол хүний өөрийн дархлааг сүйтгэх хордуулалт,Vaccination is a poisoning that destroys one's own immunity.,1,general,0,FactCheck.mn,https://factcheck.mn/post/5239
Вакдуулах тусам унаган дархлаа үхнэ. Дархлаа үхвэл ДОХ-той болно,"The more you vaccinate, the more innate immunity dies; when immunity dies you get AIDS",1,general,0,FactCheck.mn,https://factcheck.mn/post/4971
"Дараагийнх нь туслах бодисууд болохоор хөнгөн цагааны гидроксид. Энэ нь идээ үрэвсэл үүсгэдэг, тархи гэмтээж саатах, мартах өвчин, альцгеймер үүсгэдэг. Энэ бодис КОВИД-ын вакцинд орсон байгаа. Тэгэхээр хүмүүс КОВИД-ын вакцин тариулаад мартаж санадаг өвчтэй болоод байгаа гэдэг нь энэ хөнгөн цагааны гидроксидтой холбоотой","The next adjuvant substance is aluminium hydroxide. It causes inflammation, brain damage, memory loss and Alzheimer's. This substance is in the COVID vaccine. So people getting memory problems after the COVID vaccine is linked to this aluminium hydroxide",1,general,0,FactCheck.mn,
Вакцингүй 715 хүүхдээс нэг аутизм. Вакцинтай 45 хүүхдээс нэг аутизм гардаг,"1 in 715 unvaccinated children has autism, but 1 in 45 vaccinated children has autism.",1,general,0,MFCC,https://mfcc.mn/factcheck-1885/
Хөөрхий хүүхдүүд тэнэг ээж ааваасаа болж амиа алдаж эсвэл аутизмтай болж байна. Хамраар шахдаг вакцин гарчхаж,Poor children are dying or becoming autistic because of their foolish parents. A nasal-spray vaccine has now come out.,1,general,0,MFCC,https://mfcc.mn/factcheck-1856/
Вирусийн халдвар авах үед цөөн тооны вирус л биемахбод руу орно. Вакцин тарих үед хэдэн зуун саяас хэдэн тэрбум вирус нэг дор биемахбод руу нь оруулна,"When you catch a virus, only a small number of viruses enter the body, but when a vaccine is injected, hundreds of millions to billions of viruses are put into the body at once.",1,general,0,MFCC,https://mfcc.mn/factcheck-1788/
Дэлхийн хамгийн том бизнес эм байдаг. Эмээ зарахын тулд вакцинаар өвчин тараасны дараа эмийнхээ бизнесийг явуулдаг,The biggest business in the world is medicine; to sell drugs they first spread disease via vaccines and then run their drug business.,1,general,0,MFCC,https://mfcc.mn/factcheck-1587/
Вакцинжуулалтын улмаас хүүхэд саажилттай болсон тухай агуулга бүхий мэдээллийг нийтэлжээ.,A child became paralysed as a result of vaccination.,1,general,0,MFCC,https://mfcc.mn/factcheck-1512/
Монголчууд бүгдээрээ вакцинаар устгалд орох ёстой хүмүүсийн тоонд орсон,All Mongolians have been placed on the list of people to be exterminated by vaccine.,1,general,0,MFCC,https://mfcc.mn/factcheck-1504/
7 тэрбум хүнийг цөөлөхөд вакцин байхад хангалттай,There is enough vaccine on hand to cull the 7 billion people.,1,general,0,MFCC,https://mfcc.mn/factcheck-1219/
ХӨСҮТ-ын дэд захирал вакцинд чип ордог талаар ярьсан гэх агуулга бүхий мэдээллийг түгээжээ.,The NCCD deputy director spoke about chips being in vaccines.,1,general,0,MFCC,https://mfcc.mn/factcheck-1218/
"АНУ-ынд вакцинжуулалтыг бүрэн хориглохоор Трамп, Кеннеди нар шийдсэн ба вакциныг гахай тахиа, абортын материалаас гаргаж авдаг гэх зэрэг мэдээллийг түгээжээ.","Trump and Kennedy decided to completely ban vaccination in the US, and vaccines are made from pigs, chickens and abortion material.",1,general,0,MFCC,https://mfcc.mn/factcheck-1200/
Вакцин бол ямар ч шинжилгээгээр оношлогддоггүй өвчин үүсгэдэг буюу гений өөрчлөлтөд оруулдаг тариа,"A vaccine is an injection that causes diseases undiagnosable by any test, or that produces genetic modification.",1,general,0,MFCC,https://mfcc.mn/factcheck-1196/
Вакцинаас болж хоорт хавдар үүссэн гэх агуулга бүхий мэдээллийг түгээжээ.,Cancer was caused by a vaccine.,1,general,0,MFCC,https://mfcc.mn/factcheck-1171/
Та хүүхдэдээ элдэв вакцин шахуулбал эцэст нь өөрийн гараар үрээ оршуулна шүү!!” гэсэн тайлбартай пост нийтэлжээ .,"A post read: ""If you keep injecting your child with all sorts of vaccines, in the end you will bury your own child with your own hands!""",1,general,0,MFCC,https://mfcc.mn/factcheck-1148/
"Вакцин бол хор хор хор!!! Найрлагад нь хүнд металлууд, антибиотик, абортны хүүхдийн материал ордог. Үрсээ хамгаалаарай","Vaccines are poison, poison, poison! They contain heavy metals, antibiotics and aborted-baby material. Protect your children.",1,general,0,MFCC,https://mfcc.mn/factcheck-749/
"Вакцин хийлгэснээс үүдэн бэлгийн сулрал, ой санамж муудах зэрэг эмгэг үүсэж байна гэжээ.",Vaccination is causing conditions such as sexual dysfunction and memory loss.,1,general,0,MFCC,https://mfcc.mn/factcheck-740/
The Lancet сэтгүүлд нийтэлсэн судагааны тоймд вакцин нь үхлийн гол шалтгаан болдог гэсэн байна.,A study review published in The Lancet said that vaccines are a leading cause of death.,1,general,0,MFCC,https://mfcc.mn/factcheck-694/
Вакцин тарих үед хэдэн тэрбум вирус бие махбод руу орно,"When you get vaccinated, billions of viruses enter the body",1,general,0,MFCC,
"COVID-19 вакцинаар тогтсон дархлаа нь өвдсөнөөс илүү найдвартай, аюулгүй хамгаалалт болдгийг судалгааны үр дүнгээр тогтоосон.",Immunity from the COVID-19 vaccine is a more reliable and safer protection than immunity gained by getting ill.,0,COVID,1,FactCheck.mn,https://factcheck.mn/post/6214
mRNA нь шинэ технологи ч хүний ДНХ буюу удмын мэдээллийг өөрчлөх боломжгүй.,"mRNA is a new technology, but it cannot change human DNA or genetic information.",0,COVID,1,FactCheck.mn,https://factcheck.mn/post/6255
"mRNA болон уламжлалт вакцин аль аль нь тухайн өвчнийг үүсгэхгүй, халдвар тээгч болохгүй, зөвхөн биеийн дархлааны хариу урвалыг өдөөдөг.",Neither mRNA nor traditional vaccines cause the disease or make you infectious; they only trigger the body's immune response.,0,COVID,1,FactCheck.mn,https://factcheck.mn/post/6310
КОВИД-19 вакцины үр дүнд жилд 14.4 сая хүн нас барахаас сэргийлсэн.,COVID-19 vaccines prevented an estimated 14.4 million deaths in a single year.,0,COVID,1,FactCheck.mn,https://factcheck.mn/post/6310
КОВИД-19 вакцин нь хорт хавдар үүсгэдэг гэдэг нь үлгэр домог.,The claim that the COVID-19 vaccine causes cancer is a myth.,0,COVID,1,FactCheck.mn,https://factcheck.mn/post/6397
КОВИД-19-ийн эсрэг вакцин ХДХВ/ДОХ халдварлуулах ямар ч боломжгүй ба вакцин хийхэд ямар ч үнэмшилтэй механизм байхгүй.,"COVID-19 vaccines cannot transmit HIV/AIDS, and there is no plausible mechanism for this.",0,COVID,1,FactCheck.mn,https://factcheck.mn/post/5408
Хүүхдүүдийг вакцинд хамруулснаар КОВИД-19-ийн халдварын түвшнийг эрс бууруулдаг болох нь тогтоогдсон.,Vaccinating children has been shown to significantly reduce COVID-19 transmission.,0,COVID,1,FactCheck.mn,https://factcheck.mn/post/5801
Вакцины хүүхдүүдэд үзүүлэх ашиг тус нь эрсдэлээсээ хавьгүй өндөр байна.,The benefits of the vaccine for children far outweigh the risks.,0,COVID,1,FactCheck.mn,https://factcheck.mn/post/5801
"Ялангуяа, вакцин хийлгэсний дараа маш ховор тохиолддог гаж нөлөө бөгөөд миокардитаар өвчилсөн хүмүүс хурдан эдгэрдэг байна.","Myocarditis is a very rare side effect after vaccination, and those who develop it recover quickly.",0,COVID,1,FactCheck.mn,https://factcheck.mn/post/5818
Вакцин нь эмэгтэйчүүдийн нөхөн үржихүйд хор хөнөөл учруулдаг гэсэн нотолгоо байхгүй байна.,There is no evidence that the vaccine harms women's fertility.,0,COVID,1,FactCheck.mn,https://factcheck.mn/post/6205
"Хатан хааны Эх барих, эмэгтэйчүүдийн эмч нарын коллеж “Одоогийн вакцинууд эмэгтэйчүүдийн нөхөн үржихүйд ямар нэгэн нөлөө үзүүлэх биологийн үндэслэлтэй механизм байдаггүй” хэмээн тайлбарлажээ.",There is no biologically plausible mechanism by which current vaccines would affect women's fertility (Royal College of Obstetricians and Gynaecologists).,0,COVID,1,FactCheck.mn,https://factcheck.mn/post/6285
"АНУ-д 5-11 насны 8,082,264 хүүхдэд дор хаяж нэг тун Pfizer вакцин хийхэд 11 тохиолдолд нь л гаж нөлөө илэрсэн бөгөөд хөнгөн тохиолдлууд байв.","Among more than 8 million US children aged 5-11 given at least one dose of Pfizer, only 11 mild side-effect cases occurred.",0,COVID,1,FactCheck.mn,https://factcheck.mn/post/5801
"5-15 насны хүүхдүүдэд Pfizer/BioNTech вакцин маш сайн үр дүнтэй байсныг Бие даасан эм, эрүүл мэндийн бүтээгдэхүүний зохицуулах агентлагаас баталгаажуулсан.",Regulators confirmed the Pfizer/BioNTech vaccine was highly effective in children aged 5-15.,0,COVID,1,FactCheck.mn,https://factcheck.mn/post/6124
"Монгол Улс КОВИД-19-ийн эсрэг вакциныг сайн дурын үндсэн дээр хийж байгаа бол сахуу татран, томуугийн эсрэг вакциныг эцэг, эхийн зөвшөөрлийн үндсэн дээр хийж байна.",In Mongolia the COVID-19 vaccine is given on a voluntary basis.,0,COVID,1,FactCheck.mn,https://factcheck.mn/post/6173
Вакцин хийлгэснээс 1-2 сарын дотор хорт хавдар үүсдэг гэсэн мэдэгдэл нь “биологийн хувьд боломжгүй”.,The claim that cancer develops within 1-2 months of vaccination is biologically impossible.,0,COVID,1,FactCheck.mn,https://factcheck.mn/post/6397
Вакцины үр дүнгийн талаарх шинэ судалгааг харвал нас баралт вакцин хийлгээгүй хүмүүсийн дунд маш өндөр байна.,New studies of vaccine effectiveness show that mortality is much higher among unvaccinated people.,0,COVID,1,FactCheck.mn,https://factcheck.mn/post/6285
Бусад судалгаагаар Pfizer вакцин үрийн шингэний чанарт ямар ч нөлөө үзүүлээгүй байна.,Other studies found that the Pfizer vaccine had no effect on semen quality.,0,COVID,1,FactCheck.mn,https://factcheck.mn/post/6205
Pfizer вакцин хийлгэсний дараа үрийн шингэний чанарын зарим үзүүлэлт түр хугацаагаар буурсан нь судалгаагаар тогтоогдсон ч энэ нь нөхөн үржихүйд удаан хугацааны нөлөө үзүүлж байгааг нотлох баримт биш.,"Some semen-quality measures dropped temporarily after the Pfizer vaccine, but this is not evidence of any long-term effect on fertility.",0,COVID,1,FactCheck.mn,https://factcheck.mn/post/6205
"КОВИД-19-ийн эсрэг вакцинуудын аль нь ч ХДХВ-ийн шинжилгээнд саад болохгүй гэдгийг мэдэгдээд бүүстер тунд ХДХВ-ийн ямар ч элемент агуулагдахгүй, боломж байхгүй гэдгийг хэлжээ.","None of the COVID-19 vaccines interfere with HIV testing, and a booster dose contains no HIV element.",0,COVID,1,FactCheck.mn,https://factcheck.mn/post/5408
Pfizer болон Moderna-ийн 6 сартайгаас 5 нас хүртэлх төдийгүй 5-11 насны хүүхдүүдэд зориулсан вакцины найрлагад ч скополамины агууламж байхгүй.,The Pfizer and Moderna vaccines for children (from 6 months to 5 years and 5-11 years) contain no scopolamine.,0,COVID,1,FactCheck.mn,https://factcheck.mn/post/6098
"Аль ч вакцин хорт хавдар үүсгэх, өдөөх үндэслэл, нотолгоо байхгүйг олон улсын мэргэжлийн байгууллагууд тайлбарладаг.",International professional organisations explain that there is no basis or evidence that any vaccine causes or triggers cancer,0,COVID,1,FactCheck.mn,https://factcheck.mn/post/6441
Англи Улс 5-11 насны хүүхдүүдийн дархлаажуулалтыг зогсоогоогүй бөгөөд вакцинд хамрагдахыг зөвлөсөн хэвээр байна.,England has not stopped immunising 5-11 year olds and still recommends vaccination,0,COVID,1,FactCheck.mn,https://factcheck.mn/post/6285
"АНУ-ын Халдварт өвчний хяналт, сэргийлэлтийн төвийн (CDC) мэдээллээр КОВИД-19-ийн нас баралтад вакцинд хамрагдаагүй хүмүүсийн үхэл зонхилж байна.","According to the US CDC, deaths among the unvaccinated dominate COVID-19 mortality",0,COVID,1,FactCheck.mn,https://factcheck.mn/post/6214
Хүний биеийн дархлаа төрөлхийн ба олдмол гэж ангилагддаг бөгөөд аль аль нь хүнийг амьдралынх нь туршид өвчнөөс хамгаалахад оролцдог.,"The human immune system is classified as innate and acquired, and both help protect a person from disease throughout life",0,COVID,1,FactCheck.mn,https://factcheck.mn/post/6214
CDC-ийн судалгаагаар Pfizer болон Moderna вакцины нэмэлт тун нь Омикроны халдвар авсны дараа эмнэлэгт хэвтэх эрсдэлийг бууруулдаг.,CDC research shows that a booster dose of Pfizer and Moderna vaccines reduces the risk of hospitalisation after Omicron infection,0,COVID,1,FactCheck.mn,https://factcheck.mn/post/5379
